"label","label_wo_outliers","label_cluster2_kmeans5","label_cluster5_kmeans5","label_cluster4_kmeans5"
"L3MBTL3","CS5","CS5","CS4","CS5","CS3"
"FANK1","CS5","CS5","CS5","CS6","CS7"
"ZNF584","CS6","CS6","CS5","CS6","CS6"
"DMRTC2","CS3","CS3","CS3","CS3","CS3"
"DACH2","CS6","CS6","CS7","CS6","CS7"
"ZNF768","CS5","CS5","CS5","CS5","CS4"
"ANKEF1","CS6","CS6","CS6","CS6","CS5"
"ZKSCAN5","CS3","CS3","CS3","CS3","CS4"
"ZNF513","CS5","CS5","CS4","CS5","CS5"
"GATAD1","CS3","CS3","CS3","CS3","CS4"
"ANKRD22","CS3","CS3","CS3","CS5","CS3"
"SP8","CS5","CS5","CS5","CS7","CS6"
"CHURC1","CS5","CS4","CS5","CS5","CS3"
"ZNF593","CS1","CS1","CS2","CS1","CS1"
"ZNF397","CS5","CS5","CS4","CS5","CS5"
"ZNF747","CS5","CS5","CS4","CS5","CS3"
"NCOA5","CS3","CS3","CS2","CS3","CS5"
"ANKRD55","CS6","CS6","CS6","CS6","CS6"
"ZNF556","CS5","CS5","CS5","CS5","CS4"
"TGIF2LY",NA,NA,NA,NA,NA
"ZNF396","CS5","CS5","CS5","CS5","CS7"
"FBXO6","CS5","CS6","CS6","CS5","CS6"
"EGLN3","CS6","CS6","CS6","CS5","CS7"
"WDR5B","CS4","CS4","CS4","CS3","CS4"
"POC1B","CS4","CS4","CS3","CS4","CS4"
"WDR76","CS3","CS3","CS3","CS3","CS3"
"WDR12","CS0","CS0","CS0","CS0","CS0"
"WDR53","CS5","CS5","CS4","CS4","CS5"
"DACT1","CS5","CS5","CS5","CS5","CS4"
"SMARCA1","CS5","CS5","CS6","CS5","CS5"
"SENP8","CS5","CS5","CS4","CS5","CS6"
"TSPY1",NA,NA,NA,NA,NA
"SERPINB5","CS5","CS5","CS4","CS5","CS5"
"SYF2","CS1","CS1","CS0","CS1","CS1"
"FOXN3","CS5","CS5","CS5","CS5","CS3"
"PI4K2B","CS6","CS6","CS6","CS7","CS5"
"MLANA","CS5","CS6","CS6","CS5","CS8"
"REPIN1","CS5","CS5","CS5","CS5","CS4"
"DNAJC13","CS3","CS3","CS4","CS3","CS3"
"MAGEA2",NA,NA,NA,NA,NA
"KMT5C","CS5","CS5","CS7","CS6","CS5"
"CTCFL","CS6","CS6","CS6","CS6","CS6"
"SAP30L","CS5","CS5","CS6","CS5","CS6"
"WIZ","CS5","CS5","CS5","CS5","CS3"
"SENP6","CS1","CS1","CS1","CS0","CS0"
"GFI1B","CS4","CS4","CS6","CS4","CS5"
"DLC1","CS7","CS7","CS7","CS7","CS6"
"PROP1","CS5","CS5","CS5","CS5","CS6"
"CAMTA2","CS5","CS5","CS4","CS4","CS5"
"ETV2","CS6","CS6","CS6","CS6","CS5"
"RHD","CS4","CS4","CS7","CS4","CS6"
"ZNF461","CS7","CS7","CS6","CS7","CS8"
"CREB3L4","CS5","CS5","CS5","CS5","CS4"
"CHMP4C","CS4","CS4","CS4","CS4","CS4"
"MYSM1","CS3","CS3","CS3","CS3","CS2"
"HSF4","CS4","CS4","CS4","CS3","CS4"
"DHX30","CS3","CS3","CS3","CS3","CS2"
"H2BC14","CS1","CS1","CS1","CS1","CS1"
"KLF15","CS6","CS6","CS6","CS5","CS6"
"FBXO27","CS5","CS5","CS5","CS6","CS5"
"ZNF251","CS5","CS5","CS5","CS5","CS6"
"SCOC","CS8","CS6","CS6","CS8","CS7"
"TEDC2","CS1","CS1","CS1","CS1","CS1"
"TBC1D25","CS6","CS6","CS5","CS5","CS6"
"NR2E1","CS6","CS6","CS6","CS5","CS6"
"ZNF318","CS4","CS4","CS4","CS4","CS4"
"HMGXB4","CS6","CS4","CS5","CS7","CS4"
"SAP25","CS5","CS5","CS5","CS4","CS7"
"TTLL12","CS5","CS5","CS5","CS5","CS6"
"ZC3HAV1","CS3","CS3","CS2","CS3","CS4"
"LPCAT1","CS6","CS6","CS6","CS5","CS4"
"DNAJA2","CS5","CS5","CS4","CS5","CS6"
"PPP1R14C","CS5","CS5","CS5","CS5","CS5"
"H1-2",NA,NA,NA,NA,NA
"ZNF420","CS6","CS6","CS7","CS6","CS6"
"MYEF2","CS6","CS6","CS6","CS6","CS7"
"SNAI2","CS5","CS5","CS6","CS5","CS4"
"SNAI3","CS4","CS4","CS4","CS4","CS4"
"NKX3-2",NA,NA,NA,NA,NA
"ZNF506","CS4","CS4","CS4","CS4","CS3"
"OXA1L","CS1","CS1","CS1","CS1","CS1"
"MRPL13","CS4","CS2","CS1","CS7","CS2"
"MRPL48","CS2","CS2","CS2","CS3","CS3"
"MRPL49","CS1","CS1","CS1","CS4","CS1"
"MRPL51","CS2","CS2","CS2","CS5","CS2"
"DNAJB5","CS6","CS6","CS6","CS6","CS3"
"PRMT6","CS6","CS5","CS6","CS4","CS3"
"ESCO2","CS3","CS3","CS3","CS3","CS2"
"MSL1","CS2","CS2","CS2","CS2","CS1"
"MSL3","CS6","CS6","CS5","CS6","CS6"
"TCFL5","CS3","CS3","CS5","CS3","CS3"
"MSL3P1",NA,NA,NA,NA,NA
"DUSP7","CS5","CS5","CS5","CS6","CS5"
"H2AC11","CS3","CS3","CS3","CS2","CS3"
"H2BW2","CS5","CS5","CS5","CS6","CS5"
"CDK12","CS2","CS2","CS2","CS2","CS1"
"HSD11B2","CS4","CS4","CS4","CS5","CS3"
"WNT9B","CS5","CS5","CS5","CS4","CS3"
"PABPC3","CS5","CS5","CS6","CS5","CS5"
"TTPA","CS5","CS5","CS5","CS5","CS6"
"TUBA1C",NA,NA,NA,NA,NA
"RAD54L2","CS3","CS3","CS4","CS3","CS3"
"MTA3","CS5","CS6","CS6","CS3","CS5"
"SP5","CS5","CS5","CS5","CS5","CS4"
"BCL6B","CS6","CS6","CS6","CS6","CS7"
"PDX1","CS5","CS5","CS4","CS5","CS6"
"DHX16","CS0","CS0","CS0","CS0","CS0"
"OLIG2","CS5","CS5","CS5","CS5","CS4"
"WAPL","CS2","CS2","CS3","CS2","CS3"
"RPS5","CS0","CS0","CS0","CS0","CS0"
"RPS7","CS0","CS0","CS0","CS0","CS0"
"MRPS23","CS1","CS1","CS1","CS3","CS1"
"DDX50","CS3","CS3","CS2","CS3","CS2"
"OGFR","CS3","CS3","CS4","CS3","CS3"
"CRYBB3","CS5","CS6","CS5","CS6","CS6"
"CALR3","CS6","CS6","CS6","CS6","CS4"
"ACO2","CS3","CS3","CS4","CS3","CS2"
"ADA2","CS6","CS6","CS5","CS6","CS6"
"ISY1","CS0","CS0","CS0","CS0","CS0"
"PPIL1","CS1","CS1","CS1","CS1","CS2"
"TRB",NA,NA,NA,NA,NA
"CYP17A1","CS5","CS5","CS5","CS5","CS4"
"PTMS","CS1","CS1","CS1","CS1","CS1"
"RREB1","CS4","CS5","CS5","CS5","CS3"
"ENDOG","CS2","CS2","CS3","CS2","CS1"
"ATXN1L","CS5","CS5","CS4","CS5","CS5"
"ZNF516",NA,NA,NA,NA,NA
"VHLL",NA,NA,NA,NA,NA
"PCNP","CS2","CS2","CS2","CS1","CS2"
"SOCS6","CS6","CS6","CS5","CS6","CS4"
"TUBD1","CS2","CS2","CS2","CS2","CS2"
"CYP4V2","CS5","CS5","CS5","CS7","CS7"
"NEUROG2","CS5","CS5","CS5","CS7","CS5"
"TTC37","CS4","CS4","CS3","CS4","CS4"
"CDCA7L","CS5","CS5","CS5","CS5","CS5"
"TSSK6","CS3","CS3","CS3","CS4","CS3"
"HECW2","CS6","CS6","CS6","CS5","CS5"
"CPA4","CS5","CS6","CS5","CS6","CS7"
"H1-3",NA,NA,NA,NA,NA
"MBD3L2",NA,NA,NA,NA,NA
"NKX2-2",NA,NA,NA,NA,NA
"NOSIP","CS2","CS2","CS2","CS3","CS4"
"ATF7IP2","CS6","CS6","CS7","CS6","CS6"
"PARP10","CS4","CS5","CS4","CS5","CS3"
"MB","CS5","CS5","CS5","CS6","CS5"
"AICDA","CS7","CS7","CS6","CS6","CS7"
"PHETA1","CS6","CS5","CS6","CS5","CS6"
"PHETA2","CS6","CS6","CS6","CS6","CS5"
"CD86","CS5","CS5","CS5","CS3","CS4"
"MARCHF8",NA,NA,NA,NA,NA
"ZBTB4","CS5","CS5","CS5","CS6","CS5"
"ANKRD12","CS6","CS6","CS6","CS6","CS4"
"HIF3A","CS7","CS7","CS5","CS7","CS5"
"TBX5","CS5","CS5","CS5","CS4","CS5"
"SLC5A5","CS5","CS5","CS5","CS5","CS5"
"ANXA4","CS7","CS7","CS7","CS4","CS7"
"SATB2","CS7","CS7","CS5","CS6","CS7"
"NLRP2","CS6","CS6","CS5","CS6","CS4"
"CEP164","CS5","CS5","CS5","CS5","CS4"
"CAMK4","CS5","CS5","CS5","CS5","CS4"
"KPNA7","CS4","CS4","CS5","CS4","CS4"
"DIP2A","CS6","CS6","CS6","CS6","CS5"
"SLC2A4RG","CS7","CS7","CS5","CS7","CS4"
"INO80D","CS6","CS6","CS6","CS6","CS8"
"SSX2B",NA,NA,NA,NA,NA
"LIN54","CS2","CS2","CS2","CS2","CS1"
"UHRF1BP1","CS5","CS4","CS5","CS3","CS4"
"SARM1",NA,NA,NA,NA,NA
"TICAM2","CS5","CS5","CS5","CS4","CS5"
"CTF1","CS5","CS5","CS5","CS5","CS4"
"ZNF76","CS6","CS6","CS6","CS5","CS6"
"FKTN","CS7","CS5","CS5","CS7","CS5"
"HTATIP2","CS5","CS5","CS5","CS5","CS5"
"ALKBH1","CS5","CS5","CS5","CS4","CS5"
"POLN","CS5","CS5","CS4","CS5","CS6"
"PAX7","CS6","CS6","CS6","CS5","CS6"
"FOSB","CS5","CS5","CS6","CS5","CS5"
"GINS2","CS0","CS0","CS0","CS0","CS0"
"TNP1","CS5","CS5","CS3","CS5","CS3"
"ZC3H13","CS1","CS1","CS1","CS1","CS1"
"VIRMA","CS0","CS0","CS0","CS0","CS0"
"ZFP91","CS3","CS3","CS4","CS4","CS3"
"CENPN","CS0","CS0","CS0","CS0","CS0"
"CENPM","CS1","CS1","CS1","CS1","CS1"
"H2AC7","CS2","CS2","CS3","CS2","CS2"
"CENPI","CS1","CS1","CS1","CS1","CS1"
"CENPE","CS0","CS0","CS0","CS0","CS0"
"NR1D2","CS5","CS5","CS5","CS5","CS5"
"PALB2","CS4","CS4","CS2","CS4","CS4"
"ABCB1","CS4","CS4","CS4","CS5","CS3"
"BLID","CS6","CS6","CS6","CS6","CS5"
"MYL6B","CS4","CS4","CS4","CS5","CS4"
"CENPX","CS2","CS2","CS2","CS2","CS1"
"CENPS","CS4","CS4","CS4","CS3","CS4"
"RMI2","CS2","CS2","CS2","CS2","CS2"
"ATAD5","CS3","CS4","CS3","CS4","CS4"
"ASH1L","CS3","CS3","CS3","CS3","CS3"
"ZNF395","CS5","CS5","CS5","CS9","CS5"
"CCDC71","CS5","CS5","CS5","CS5","CS3"
"DHRS12","CS4","CS4","CS4","CS5","CS4"
"ADNP","CS3","CS3","CS2","CS3","CS3"
"BCORL1","CS5","CS5","CS6","CS5","CS5"
"RPE65","CS3","CS3","CS3","CS2","CS3"
"SLC27A1","CS5","CS5","CS7","CS5","CS3"
"TRAPPC13","CS1","CS1","CS1","CS1","CS1"
"LRP6","CS5","CS5","CS5","CS6","CS4"
"KMT2E","CS3","CS3","CS3","CS2","CS4"
"PRDM5","CS7","CS7","CS6","CS7","CS5"
"MYO1E","CS6","CS5","CS6","CS5","CS6"
"CNN3","CS4","CS4","CS5","CS4","CS5"
"HASPIN","CS3","CS4","CS4","CS5","CS7"
"OVOL1","CS5","CS5","CS4","CS5","CS5"
"PHF20","CS5","CS5","CS4","CS5","CS5"
"PHF20L1","CS6","CS6","CS5","CS6","CS5"
"SAMSN1","CS7","CS7","CS6","CS6","CS7"
"ZMAT3","CS6","CS6","CS6","CS6","CS7"
"ZNF131","CS0","CS0","CS0","CS0","CS0"
"MBTD1","CS2","CS2","CS2","CS2","CS2"
"H2AZ2","CS6","CS6","CS6","CS6","CS4"
"KDM4D","CS7","CS7","CS7","CS7","CS6"
"H2AC1","CS4","CS4","CS5","CS4","CS4"
"AFF3","CS3","CS5","CS5","CS3","CS2"
"CACNA1D","CS5","CS5","CS4","CS5","CS5"
"LPIN1","CS6","CS6","CS6","CS6","CS6"
"ZNF382","CS4","CS4","CS4","CS4","CS5"
"GAS2","CS5","CS5","CS5","CS6","CS5"
"NUTM1","CS6","CS6","CS7","CS6","CS6"
"KDM6B","CS6","CS6","CS5","CS6","CS6"
"SOX2","CS4","CS4","CS4","CS4","CS4"
"DELEC1",NA,NA,NA,NA,NA
"ZNF711","CS5","CS5","CS5","CS4","CS4"
"RBM3","CS6","CS6","CS6","CS5","CS4"
"CENPV","CS7","CS7","CS6","CS7","CS8"
"RPS27L","CS5","CS5","CS5","CS7","CS4"
"RBP2","CS5","CS5","CS5","CS5","CS6"
"ESCO1","CS6","CS6","CS4","CS6","CS5"
"RPS8","CS0","CS0","CS0","CS0","CS0"
"JMJD6","CS2","CS2","CS2","CS2","CS1"
"TPPP","CS6","CS6","CS4","CS5","CS6"
"HELQ","CS6","CS6","CS6","CS6","CS4"
"USP26","CS6","CS6","CS7","CS7","CS6"
"UNKL","CS5","CS5","CS7","CS4","CS5"
"EME2","CS5","CS5","CS5","CS4","CS4"
"INTS2","CS1","CS1","CS1","CS0","CS1"
"INTS5","CS1","CS1","CS1","CS1","CS1"
"INTS6","CS1","CS1","CS1","CS1","CS1"
"INTS8","CS1","CS1","CS1","CS0","CS1"
"INTS9","CS0","CS0","CS0","CS0","CS0"
"INTS10","CS1","CS1","CS2","CS1","CS1"
"INTS12","CS1","CS1","CS1","CS1","CS1"
"INTS14","CS1","CS1","CS2","CS1","CS3"
"NAIF1","CS5","CS5","CS5","CS4","CS3"
"NABP2","CS3","CS4","CS3","CS4","CS4"
"NABP1","CS5","CS5","CS5","CS6","CS7"
"ZNF592","CS6","CS6","CS6","CS5","CS4"
"ZNF687","CS2","CS2","CS3","CS2","CS2"
"MRPL36","CS1","CS1","CS1","CS2","CS1"
"PPP1R3C","CS6","CS6","CS6","CS7","CS6"
"DDX53","CS6","CS6","CS6","CS5","CS6"
"NR1D1","CS4","CS4","CS4","CS4","CS4"
"GGNBP1",NA,NA,NA,NA,NA
"PYDC1","CS4","CS4","CS4","CS4","CS5"
"BAP18",NA,NA,NA,NA,NA
"CDC40","CS1","CS1","CS1","CS1","CS1"
"TRA2A","CS5","CS5","CS5","CS6","CS6"
"DOCK6","CS3","CS3","CS3","CS3","CS3"
"LUZP1","CS4","CS4","CS4","CS4","CS4"
"GUCY1A1","CS7","CS7","CS7","CS6","CS7"
"DNAJB2","CS5","CS5","CS4","CS5","CS5"
"SMARCAD1","CS5","CS5","CS5","CS5","CS4"
"PINK1","CS5","CS5","CS5","CS5","CS4"
"ZNF746","CS5","CS5","CS6","CS5","CS5"
"BCL2L12","CS3","CS3","CS3","CS4","CS3"
"ZC3HAV1L","CS6","CS6","CS5","CS6","CS6"
"MCCC2","CS6","CS6","CS5","CS6","CS6"
"RASGEF1C","CS5","CS5","CS5","CS4","CS5"
"FBXO21","CS5","CS5","CS6","CS5","CS4"
"HSP90AB2P",NA,NA,NA,NA,NA
"FOXJ3","CS4","CS4","CS6","CS3","CS4"
"PRPS1L1","CS5","CS5","CS6","CS5","CS5"
"MACROD2","CS7","CS7","CS7","CS7","CS6"
"TBX1","CS4","CS4","CS4","CS4","CS4"
"RSBN1L","CS5","CS5","CS5","CS5","CS5"
"CFAP58","CS4","CS4","CS4","CS6","CS4"
"GRPEL1","CS0","CS0","CS1","CS0","CS0"
"NEXMIF","CS6","CS6","CS5","CS5","CS6"
"TDRD6","CS5","CS5","CS6","CS5","CS5"
"RALGAPA1","CS4","CS4","CS4","CS3","CS4"
"PITRM1","CS4","CS4","CS3","CS4","CS4"
"ATP2B1","CS5","CS5","CS4","CS5","CS5"
"ATP2B3","CS5","CS5","CS5","CS3","CS5"
"SLTM","CS5","CS5","CS3","CS5","CS3"
"NT5DC2","CS4","CS4","CS6","CS4","CS3"
"ZNF703","CS6","CS6","CS6","CS7","CS6"
"ARHGAP20","CS6","CS6","CS6","CS5","CS6"
"RAVER1","CS7","CS5","CS6","CS5","CS3"
"IVD","CS6","CS4","CS6","CS4","CS4"
"PAXBP1","CS1","CS1","CS1","CS1","CS1"
"MYOM2","CS5","CS5","CS6","CS5","CS5"
"MARF1","CS4","CS4","CS4","CS4","CS4"
"PYCR2","CS5","CS3","CS5","CS3","CS4"
"EEFSEC","CS1","CS1","CS1","CS1","CS1"
"AASS","CS6","CS6","CS6","CS6","CS6"
"GPATCH8","CS4","CS4","CS4","CS3","CS5"
"ZKSCAN4","CS6","CS6","CS5","CS5","CS6"
"CYLC2","CS6","CS6","CS7","CS6","CS6"
"TMPRSS13","CS4","CS4","CS4","CS5","CS4"
"GCOM2",NA,NA,NA,NA,NA
"CEP131","CS1","CS1","CS1","CS1","CS1"
"YTHDF3",NA,NA,NA,NA,NA
"AKR1B10","CS5","CS5","CS5","CS5","CS7"
"LYPD6B","CS3","CS3","CS6","CS3","CS3"
"PIP4P2","CS5","CS5","CS6","CS5","CS7"
"RNF31","CS3","CS3","CS3","CS3","CS2"
"FOXRED2","CS5","CS5","CS4","CS5","CS4"
"ADAT3","CS2","CS2","CS1","CS2","CS2"
"KRT2","CS6","CS6","CS5","CS6","CS6"
"PYGO2","CS3","CS3","CS3","CS3","CS5"
"MAVS","CS5","CS5","CS5","CS5","CS6"
"MIIP","CS3","CS3","CS3","CS3","CS3"
"ADARB1","CS5","CS5","CS5","CS5","CS6"
"TMX1","CS3","CS3","CS3","CS4","CS2"
"CPS1","CS6","CS6","CS6","CS6","CS7"
"POFUT1","CS5","CS5","CS4","CS5","CS4"
"ERP29","CS5","CS5","CS5","CS5","CS4"
"FKBP10","CS4","CS4","CS4","CS4","CS4"
"TXNDC12","CS3","CS3","CS4","CS3","CS4"
"PTGES2","CS5","CS5","CS5","CS4","CS3"
"CFAP45","CS5","CS5","CS4","CS4","CS5"
"RMDN1","CS4","CS4","CS4","CS3","CS6"
"HIBCH","CS3","CS3","CS3","CS2","CS5"
"RPS27A","CS0","CS0","CS0","CS0","CS0"
"VASH1","CS5","CS5","CS5","CS5","CS6"
"SVBP","CS1","CS1","CS2","CS1","CS1"
"SNX18","CS4","CS4","CS5","CS5","CS4"
"MFN1","CS5","CS5","CS4","CS5","CS5"
"STING1","CS6","CS5","CS5","CS5","CS5"
"MFGE8","CS7","CS7","CS7","CS7","CS7"
"ADGRG1","CS4","CS5","CS5","CS5","CS4"
"KCNN4","CS6","CS6","CS6","CS5","CS5"
"ZNF668","CS5","CS5","CS5","CS4","CS3"
"GDAP1","CS5","CS5","CS5","CS5","CS3"
"ERLIN2","CS5","CS5","CS5","CS5","CS3"
"TOMM70","CS3","CS3","CS2","CS3","CS2"
"ABCC4","CS8","CS8","CS8","CS8","CS7"
"TUBB4A","CS4","CS4","CS2","CS2","CS6"
"IQCK","CS6","CS6","CS6","CS6","CS5"
"DCTN6","CS1","CS1","CS1","CS0","CS0"
"PXK","CS6","CS6","CS6","CS5","CS6"
"LAMP2","CS8","CS8","CS7","CS8","CS7"
"ACTBL2","CS6","CS6","CS6","CS6","CS4"
"THAP5","CS1","CS1","CS1","CS1","CS2"
"UBTD2","CS6","CS6","CS6","CS6","CS6"
"DNAJA4","CS6","CS6","CS6","CS6","CS5"
"CYB5R3","CS4","CS4","CS4","CS6","CS4"
"TUBGCP5","CS0","CS0","CS0","CS0","CS0"
"STOML2","CS5","CS5","CS4","CS5","CS5"
"MYH1","CS6","CS6","CS6","CS6","CS6"
"CYB5R1","CS6","CS5","CS6","CS6","CS5"
"NDUFS3","CS2","CS2","CS2","CS4","CS1"
"SDHA","CS2","CS2","CS2","CS2","CS2"
"ALDH1B1","CS5","CS5","CS5","CS4","CS5"
"ARV1","CS5","CS5","CS5","CS4","CS3"
"PSAT1","CS3","CS3","CS3","CS3","CS3"
"FRY","CS5","CS5","CS5","CS4","CS5"
"KIF21B","CS5","CS5","CS4","CS3","CS5"
"MAEA","CS2","CS2","CS2","CS2","CS2"
"TMEM39B","CS4","CS4","CS4","CS4","CS3"
"RIMKLB","CS4","CS4","CS4","CS4","CS3"
"ACP2","CS6","CS6","CS6","CS6","CS4"
"MTCH2","CS3","CS3","CS4","CS3","CS2"
"BPIFA1","CS6","CS5","CS5","CS5","CS6"
"ERLIN1","CS4","CS4","CS4","CS3","CS4"
"DDX18","CS0","CS0","CS0","CS0","CS0"
"RPS20","CS0","CS0","CS0","CS0","CS0"
"MRPL27","CS1","CS1","CS1","CS2","CS1"
"ATP6V0D1","CS1","CS0","CS1","CS0","CS1"
"ANKRD13A","CS6","CS6","CS5","CS6","CS4"
"ASPSCR1","CS4","CS3","CS2","CS3","CS3"
"ANKIB1","CS5","CS5","CS4","CS3","CS5"
"RHBDD3","CS4","CS4","CS5","CS4","CS4"
"RNF213","CS5","CS5","CS4","CS6","CS5"
"BICDL2","CS2","CS2","CS1","CS3","CS4"
"EMC3","CS1","CS1","CS1","CS1","CS1"
"FGD2","CS4","CS4","CS4","CS4","CS4"
"SPRYD7","CS7","CS7","CS7","CS6","CS7"
"CCDC134","CS7","CS7","CS7","CS7","CS5"
"C10orf90","CS4","CS4","CS4","CS5","CS4"
"MTARC1",NA,NA,NA,NA,NA
"DCAKD","CS3","CS3","CS4","CS3","CS2"
"OCIAD1","CS6","CS6","CS6","CS6","CS6"
"C19orf44","CS4","CS4","CS5","CS4","CS4"
"CHCHD6","CS5","CS5","CS5","CS5","CS6"
"UCK2","CS4","CS4","CS4","CS4","CS5"
"RBM12","CS2","CS2","CS2","CS4","CS1"
"TRAFD1","CS6","CS6","CS6","CS5","CS5"
"MFN2","CS1","CS1","CS1","CS1","CS2"
"CAMP","CS4","CS4","CS4","CS4","CS6"
"SCN8A","CS5","CS5","CS5","CS5","CS4"
"ANAPC15","CS1","CS1","CS1","CS1","CS1"
"WASHC2C","CS4","CS4","CS4","CS4","CS4"
"WASHC4","CS4","CS4","CS4","CS3","CS3"
"WASHC1",NA,NA,NA,NA,NA
"WASHC5","CS3","CS3","CS3","CS3","CS3"
"DNAJC2","CS3","CS3","CS3","CS6","CS3"
"SIRT4","CS3","CS3","CS4","CS3","CS3"
"SLC25A5","CS1","CS1","CS1","CS1","CS1"
"TDRD3","CS6","CS6","CS6","CS7","CS4"
"DIO3","CS5","CS5","CS5","CS5","CS6"
"ZNF274",NA,NA,NA,NA,NA
"TSPYL5","CS1","CS1","CS1","CS1","CS1"
"PSMA8","CS6","CS6","CS6","CS6","CS4"
"DDX52","CS1","CS1","CS1","CS1","CS1"
"PSME4","CS5","CS5","CS5","CS5","CS3"
"ADGRA3","CS4","CS5","CS4","CS5","CS3"
"CELSR2","CS1","CS1","CS2","CS1","CS1"
"PTK7","CS4","CS4","CS4","CS4","CS5"
"CD276","CS4","CS4","CS5","CS4","CS4"
"NCR3LG1","CS5","CS5","CS5","CS4","CS4"
"FREM2","CS4","CS4","CS5","CS4","CS4"
"AGK","CS4","CS4","CS4","CS5","CS4"
"CNNM2","CS4","CS4","CS4","CS6","CS4"
"FAT4","CS6","CS6","CS6","CS6","CS4"
"CDHR1","CS6","CS6","CS6","CS4","CS5"
"DCHS1","CS5","CS5","CS5","CS5","CS5"
"NOMO3",NA,NA,NA,NA,NA
"PCDH9","CS5","CS5","CS4","CS5","CS6"
"NRP2","CS6","CS6","CS5","CS6","CS5"
"PCDH7","CS5","CS5","CS5","CS5","CS6"
"PCDH20","CS5","CS5","CS5","CS4","CS5"
"PCDHGA11","CS6","CS6","CS6","CS6","CS7"
"TMEM59","CS5","CS5","CS5","CS5","CS4"
"VPS26A","CS2","CS2","CS3","CS2","CS2"
"RHOT2","CS4","CS4","CS3","CS5","CS4"
"FAT3",NA,NA,NA,NA,NA
"MYO5C","CS5","CS5","CS5","CS6","CS5"
"IDH3B","CS6","CS6","CS6","CS5","CS4"
"P4HA1","CS5","CS5","CS6","CS4","CS5"
"CEPT1","CS2","CS2","CS2","CS2","CS1"
"GCDH","CS7","CS7","CS7","CS7","CS5"
"IDH3G","CS5","CS5","CS5","CS4","CS5"
"NDUFA8","CS3","CS3","CS4","CS4","CS1"
"PPT1","CS4","CS4","CS4","CS5","CS3"
"ACOT8","CS6","CS7","CS7","CS5","CS7"
"IQGAP3","CS4","CS4","CS4","CS4","CS3"
"TRMT1L","CS4","CS4","CS4","CS3","CS4"
"HIGD1A","CS4","CS3","CS3","CS3","CS4"
"SQOR","CS5","CS5","CS5","CS5","CS6"
"SUCLG1","CS3","CS3","CS3","CS4","CS3"
"ZNF121","CS6","CS6","CS6","CS5","CS6"
"MTRF1","CS4","CS4","CS4","CS3","CS4"
"DNASE1","CS4","CS4","CS4","CS4","CS3"
"PRR14L","CS5","CS5","CS4","CS5","CS4"
"ANKLE2","CS0","CS0","CS0","CS0","CS0"
"MYLPF","CS5","CS5","CS5","CS5","CS5"
"SERTAD4","CS6","CS6","CS6","CS7","CS6"
"SKA2","CS1","CS1","CS1","CS1","CS1"
"SKA3","CS1","CS1","CS1","CS1","CS1"
"PABIR1","CS3","CS3","CS2","CS5","CS1"
"IER5","CS6","CS6","CS6","CS8","CS6"
"ZBTB21","CS6","CS6","CS6","CS6","CS5"
"PRPH","CS4","CS4","CS5","CS4","CS4"
"SLC25A3","CS1","CS1","CS1","CS1","CS0"
"GLYATL3","CS5","CS5","CS5","CS4","CS5"
"WDR81","CS6","CS6","CS7","CS5","CS6"
"SLC25A31","CS4","CS4","CS5","CS4","CS4"
"TDRD1","CS4","CS6","CS5","CS4","CS4"
"IER2","CS5","CS5","CS5","CS5","CS4"
"RPL24","CS0","CS0","CS0","CS0","CS0"
"RPS23","CS0","CS0","CS0","CS0","CS0"
"PURB","CS6","CS6","CS8","CS6","CS5"
"ASPRV1","CS4","CS4","CS5","CS3","CS4"
"KRT80","CS5","CS6","CS5","CS6","CS2"
"POF1B","CS6","CS6","CS6","CS6","CS6"
"KRT73","CS6","CS6","CS5","CS6","CS4"
"ANXA8L1",NA,NA,NA,NA,NA
"ANXA8",NA,NA,NA,NA,NA
"KRT28","CS4","CS4","CS4","CS3","CS4"
"KRT26","CS5","CS5","CS5","CS5","CS5"
"KRT12","CS4","CS4","CS3","CS4","CS3"
"SERPINB12","CS6","CS6","CS6","CS6","CS7"
"TXN2","CS4","CS4","CS4","CS5","CS3"
"POTEF",NA,NA,NA,NA,NA
"KRT9","CS5","CS5","CS5","CS5","CS4"
"POTEKP",NA,NA,NA,NA,NA
"POTEE",NA,NA,NA,NA,NA
"PRDX2","CS2","CS2","CS2","CS2","CS2"
"SRXN1","CS5","CS5","CS5","CS5","CS5"
"CYB5B","CS4","CS4","CS4","CS4","CS4"
"MRPL58","CS2","CS2","CS2","CS2","CS1"
"ACOT9","CS6","CS6","CS7","CS6","CS6"
"ALDH1L2","CS4","CS4","CS4","CS4","CS4"
"ATP5PD","CS3","CS2","CS2","CS3","CS3"
"CPT2","CS4","CS3","CS4","CS3","CS2"
"HDHD5","CS3","CS3","CS3","CS3","CS4"
"NDUFAF3","CS2","CS2","CS2","CS4","CS1"
"MMAB","CS4","CS4","CS4","CS6","CS4"
"MCU","CS4","CS4","CS5","CS4","CS6"
"CHCHD1","CS1","CS1","CS2","CS2","CS1"
"DDX28","CS4","CS4","CS3","CS4","CS2"
"ECI1","CS5","CS5","CS5","CS5","CS5"
"ERAL1","CS3","CS3","CS2","CS3","CS1"
"FASTKD2","CS6","CS6","CS6","CS6","CS5"
"GLUD1","CS4","CS4","CS4","CS6","CS4"
"GRSF1","CS2","CS4","CS2","CS4","CS3"
"HARS2","CS2","CS2","CS2","CS5","CS4"
