label,label_wo_outliers
KCTD18,CS6,CS6
ARMC5,CS1,CS1
SLC1A3,CS6,CS6
ABCA13,CS5,CS5
HOOK3,CS7,CS7
ANKRD39,CS3,CS3
RHOBTB1,CS6,CS6
FBXL17,CS5,CS5
POGLUT2,CS5,CS5
MLLT11,CS5,CS5
GPATCH4,CS3,CS3
IGHV3OR15-7,,
NCBP3,CS6,CS6
CRYBG1,CS6,CS6
BTBD7,CS2,CS2
SHLD1,CS3,CS3
NYAP1,CS5,CS5
RPP25L,CS3,CS3
CCDC39,CS5,CS5
DPAGT1,CS0,CS0
MTFR2,CS5,CS5
CMTR1,CS1,CS1
KCTD21,CS4,CS4
KNDC1,CS7,CS7
METTL15,CS2,CS2
MRPL21,CS1,CS1
MTMR3,CS4,CS4
NAALADL2,CS7,CS7
OR2T35,,
PCDHA6,CS6,CS6
PDPR,CS3,CS3
PTPRT,CS5,CS5
PXDNL,CS5,CS5
SCO2,CS3,CS3
TMTC2,CS5,CS5
BUD23,CS0,CS0
ZBTB10,CS6,CS6
ZFP36L2,CS4,CS4
CCDC110,CS6,CS6
CPN2,CS5,CS5
FUCA2,CS6,CS6
GCLM,CS5,CS5
GVINP1,,
RBM22,CS0,CS0
RTEL1,CS1,CS1
THADA,CS6,CS6
TTC7B,CS6,CS6
ATP1A4,CS6,CS6
BCKDHB,CS4,CS4
CFAP300,CS4,CS4
HBS1L,CS4,CS4
TMEM165,CS2,CS2
TXNDC5,CS7,CS7
TRMT6,CS1,CS1
CLCC1,CS2,CS2
RCBTB1,CS6,CS6
SPATA5L1,CS0,CS0
EIF1AY,,
FAM98A,CS5,CS5
HLA-H,,
TUBB6,CS6,CS6
EIF3CL,,
TIAL1,CS6,CS6
TUBA4B,,
RPL26L1,CS1,CS1
TECR,CS3,CS3
NDUFA4,CS2,CS2
LDHD,CS5,CS5
AMPD1,CS4,CS4
KRT71,CS4,CS4
KRT76,CS5,CS5
QPCT,CS4,CS4
KRT24,CS5,CS5
KRT75,CS5,CS5
AK9,CS6,CS6
DCST1,CS4,CS4
DCAF12L2,CS6,CS6
DCAF4L1,CS5,CS5
CDY2B,,
C4orf54,,
ABCA10,CS5,CS5
ZNF525,,
H2AC14,,
B3GNT4,CS3,CS3
CFAP157,CS6,CS6
CCDC80,CS5,CS5
FAM184A,CS6,CS6
MCCC1,CS6,CS6
TTLL7,CS5,CS5
CCDC184,CS3,CS3
TEX35,CS6,CS6
FBXW10,CS6,CS6
KRT3,CS6,CS6
NT5DC4,,
RAB40C,CS4,CS4
ZNF846,CS6,CS6
VWA7,CS6,CS6
EGFLAM,CS5,CS5
GDPD3,CS4,CS4
IGKV4-1,,
KRT6C,,
NKAPL,CS5,CS5
TMCC3,CS5,CS5
ZRANB3,CS5,CS5
H2AC12,CS1,CS1
KPRP,CS6,CS6
SEMG1,CS6,CS6
ESYT1,CS3,CS3
CYP2S1,CS5,CS5
RPL10L,CS5,CS5
IDH2,CS6,CS6
CLIC4,CS5,CS5
NCBP2AS2,,
NACA2,CS4,CS4
APOO,CS6,CS6
ATP5F1D,CS1,CS1
EFCC1,CS4,CS4
FBXO10,CS7,CS7
ACOXL,CS3,CS3
ADAMTS17,CS6,CS6
SLC7A9,CS5,CS5
BMP8B,,
CCDC146,CS7,CS7
EPSTI1,CS4,CS4
SUPT20HL1,,
NUDT7,CS6,CS6
CCDC168,,
MYH3,CS5,CS5
ACSBG2,CS6,CS6
C10orf55,CS4,CS4
UNC80,CS5,CS5
CCPG1,CS5,CS5
CNTN4,CS7,CS7
DCHS2,CS6,CS6
DEFB127,CS6,CS6
DNAH2,CS4,CS4
ECSCR,,
MICU2,CS5,CS5
FBLL1,,
FIGN,CS6,CS6
GALNT13,CS5,CS5
HSD11B1L,CS4,CS4
MNX1,CS6,CS6
MYLK4,CS6,CS6
NOP16,CS0,CS0
PRPSAP2,CS5,CS5
SLFN12L,CS5,CS5
TMC1,CS6,CS6
TRMT61A,CS3,CS3
UROS,CS5,CS5
ZNF185,CS5,CS5
ATP9A,CS5,CS5
CAPRIN2,CS5,CS5
FOXI1,CS6,CS6
KIR2DS1,,
KIR2DS5,,
SCG2,CS5,CS5
ZMAT2,CS0,CS0
PDCD2L,CS6,CS6
C16orf89,CS5,CS5
CYB5D1,CS7,CS7
DCUN1D2,CS6,CS6
RGSL1,CS5,CS5
DDX55,CS0,CS0
ABT1,CS0,CS0
ADH7,CS6,CS6
COL19A1,CS4,CS4
TENM4,CS5,CS5
RPL39P5,,
SCARA5,CS6,CS6
SPATA21,CS5,CS5
TTC34,CS6,CS6
ZNF140,CS7,CS7
DBR1,CS0,CS0
MCM9,CS5,CS5
PPP1R14B,CS1,CS1
TRUB1,CS6,CS6
LRIG3,CS5,CS5
TRNAU1AP,CS2,CS2
ARMCX2,CS5,CS5
ZNF33B,CS3,CS3
BROX,CS7,CS7
ANAPC13,CS1,CS1
FOLR3,,
MFAP4,CS5,CS5
SLC6A2,CS4,CS4
MMAA,CS6,CS6
MANEA,CS5,CS5
TENM1,CS6,CS6
KSR1,CS4,CS4
CYBRD1,CS5,CS5
ACY3,CS4,CS4
STAB1,CS5,CS5
ANXA13,CS5,CS5
PCCA,CS6,CS6
CLIP3,CS5,CS5
NMRAL1,CS4,CS4
DMTF1,CS4,CS4
SDK1,CS7,CS7
INSC,CS5,CS5
CLDN17,CS7,CS7
GPR142,CS4,CS4
LRRC3B,CS5,CS5
ARHGAP6,CS5,CS5
SLC6A15,CS5,CS5
LGR6,CS5,CS5
PTGIR,CS6,CS6
GIPR,CS5,CS5
GAS2L2,CS4,CS4
GJD4,CS4,CS4
CTSO,CS6,CS6
WNT8A,CS6,CS6
ABR,CS6,CS6
HTR2B,CS5,CS5
PKDREJ,CS4,CS4
PDZRN4,CS5,CS5
MDGA1,CS5,CS5
SHISA2,CS6,CS6
DGKI,CS6,CS6
CAPN7,CS6,CS6
RBPMS2,CS5,CS5
WWC2,CS5,CS5
LRWD1,CS4,CS4
GON7,CS5,CS5
GZMK,CS5,CS5
MTRNR2L1,,
NLRC3,,
TRPS1,CS7,CS7
SACS,CS4,CS4
AKNA,CS5,CS5
ARFGEF3,CS6,CS6
RAB39B,CS6,CS6
RAB36,CS5,CS5
RAB39A,CS6,CS6
PIMREG,CS4,CS4
CCDC149,CS6,CS6
ZNF740,CS6,CS6
TMEM237,CS5,CS5
PTRH1,CS3,CS3
AIFM3,CS6,CS6
NOB1,CS0,CS0
RNPC3,CS0,CS0
LIN28A,CS4,CS4
GAA,CS4,CS4
MINDY3,CS6,CS6
RGS7BP,CS5,CS5
SPECC1,CS6,CS6
TUSC3,CS6,CS6
MACC1,CS6,CS6
PPP2R3C,CS1,CS1
F2RL1,CS5,CS5
KCND3,CS3,CS3
RGS11,CS6,CS6
TMEM54,CS4,CS4
CD302,CS5,CS5
HTR6,CS5,CS5
URGCP,CS5,CS5
METTL9,CS5,CS5
AMN,CS5,CS5
MITD1,CS3,CS3
GNG12,CS6,CS6
FYTTD1,CS5,CS5
KLK4,CS5,CS5
MT1F,CS3,CS3
SEMA3F,CS3,CS3
SLC37A4,,
COL1A2,CS6,CS6
DPP10,CS5,CS5
CST11,CS5,CS5
CD52,,
IGLL1,CS5,CS5
ECE1,CS5,CS5
C1QB,CS5,CS5
GZF1,CS4,CS4
RNF24,CS5,CS5
TRAPPC9,CS4,CS4
ZBTB47,CS5,CS5
ZBTB6,CS7,CS7
NLRP7,CS6,CS6
NLRP12,CS6,CS6
BRAT1,CS1,CS1
COMMD2,CS5,CS5
COMMD4,CS4,CS4
COMMD5,CS4,CS4
COMMD6,CS6,CS6
COMMD7,CS4,CS4
COMMD10,CS4,CS4
COMMD9,CS5,CS5
RELT,CS6,CS6
KCTD1,CS5,CS5
CHPF,CS5,CS5
SACM1L,CS0,CS0
PDCD1,CS5,CS5
PTGER4,CS5,CS5
KCNG1,CS4,CS4
TRIM4,CS5,CS5
BTBD6,CS5,CS5
ZNF256,CS6,CS6
HCRTR1,CS3,CS3
CD248,CS4,CS4
CSNK2A3,,
ACAA1,CS6,CS6
SIGLEC7,CS5,CS5
ARID5A,CS3,CS3
CILK1,CS5,CS5
TLR8,CS7,CS7
TLR6,CS6,CS6
KLHL1,CS6,CS6
THOC5,CS0,CS0
SH3RF3,,
KCNE4,CS6,CS6
PSG2,,
GNG8,CS4,CS4
TMPRSS11A,CS4,CS4
KCNA10,CS2,CS2
DPP6,,
MEX3A,CS2,CS2
KCNV1,CS6,CS6
KCNB2,CS6,CS6
WDR83,CS2,CS2
BDP1,CS1,CS1
NEK1,CS3,CS3
INIP,CS5,CS5
KCNG4,CS5,CS5
RAB7B,,
ADPGK,CS4,CS4
DKK3,CS5,CS5
ERP27,CS5,CS5
HAVCR1,CS6,CS6
ITPRIPL1,CS5,CS5
ATP5MD,,
ZG16,CS5,CS5
RBFOX1,CS4,CS4
NYNRIN,CS5,CS5
GCFC2,CS5,CS5
BEND2,CS7,CS7
SLC51A,CS5,CS5
ZCCHC13,CS5,CS5
C16orf70,,
SECISBP2,CS4,CS4
RTL8C,CS5,CS5
ARL4C,CS6,CS6
CACNA1G,CS4,CS4
EPDR1,CS7,CS7
FA2H,CS5,CS5
CCDC107,CS1,CS1
NOTCH2NLC,,
SCAF1,CS2,CS2
TRIB2,CS5,CS5
MAPKBP1,CS5,CS5
MEGF11,CS5,CS5
SLIT1,CS5,CS5
STXBP4,CS6,CS6
ALG13,CS0,CS0
ECM1,CS4,CS4
ATP1A3,CS5,CS5
VSTM2L,CS5,CS5
CLEC4F,CS5,CS5
HSFX1,,
ZNF488,CS6,CS6
GMEB2,CS5,CS5
LRP3,CS5,CS5
SGMS1,CS6,CS6
NUTM2B,,
QRICH1,CS4,CS4
IL34,CS5,CS5
R3HDM1,CS5,CS5
STAC2,CS4,CS4
ZC3H7B,CS4,CS4
ZNF609,CS6,CS6
ELP5,CS1,CS1
ST6GALNAC6,CS4,CS4
UNK,CS4,CS4
TMEM8B,CS5,CS5
FADS2,CS4,CS4
TMEM25,CS7,CS7
SEC62,CS2,CS2
CCDC159,CS6,CS6
PLEKHG4,CS5,CS5
SCYL1,CS2,CS2
GPAT4,CS5,CS5
EGFL7,CS5,CS5
RBM11,CS7,CS7
COL26A1,,
CCDC22,CS4,CS4
NFATC2IP,CS2,CS2
MRGPRX1,CS4,CS4
NBPF11,,
RGS9,CS5,CS5
NXF5,CS5,CS5
GRIK4,CS6,CS6
MAGEA9,,
KLHL14,CS6,CS6
CRYGD,CS3,CS3
SERP1,CS3,CS3
RPUSD4,CS3,CS3
CDYL2,CS6,CS6
NAA20,CS1,CS1
RAB3D,CS4,CS4
NSMCE2,CS1,CS1
HSPB6,CS4,CS4
IL24,CS5,CS5
NHS,CS5,CS5
LBH,CS5,CS5
TMEM67,CS6,CS6
CHRNA5,CS5,CS5
ATP6V1D,CS0,CS0
STK33,CS6,CS6
CWC22,CS0,CS0
KANK2,CS6,CS6
GOT1L1,CS6,CS6
PNPLA6,CS5,CS5
SPATA31A7,,
AP3M2,CS4,CS4
PIP4K2A,CS5,CS5
TOR4A,CS4,CS4
KCMF1,CS1,CS1
LEMD3,CS4,CS4
CDH16,CS5,CS5
FBXL22,CS6,CS6
RMND5A,CS3,CS3
EPB41L5,CS4,CS4
DGKA,CS3,CS3
LRCH1,CS6,CS6
SMARCAL1,CS6,CS6
DNAJB14,CS6,CS6
SORCS1,CS7,CS7
TYMP,CS6,CS6
NOX5,CS6,CS6
TRAPPC10,CS6,CS6
TRAPPC1,CS1,CS1
TRAPPC5,CS0,CS0
TRAPPC6B,CS5,CS5
TRAPPC3L,CS6,CS6
MMADHC,CS6,CS6
MMACHC,CS3,CS3
VPS53,CS2,CS2
VPS54,CS2,CS2
KRT86,,
KRT83,CS3,CS3
PSTPIP2,CS6,CS6
SEMG2,CS7,CS7
TUBAL3,CS7,CS7
CASS4,CS4,CS4
PEAK1,CS6,CS6
ASAP3,CS3,CS3
KRT38,CS6,CS6
KRT37,CS6,CS6
KRTAP9-3,,
AAK1,CS5,CS5
DIS3L,CS3,CS3
ZNF598,,
KRTCAP2,CS3,CS3
TUBGCP6,CS1,CS1
CYBB,CS6,CS6
ACKR3,CS6,CS6
PCDHB10,CS4,CS4
ATP5MC2,CS2,CS2
OSTC,CS1,CS1
OCA2,CS4,CS4
GPR21,CS6,CS6
FAM111B,CS6,CS6
EMC7,CS1,CS1
WDR83OS,CS4,CS4
RIOK2,CS0,CS0
SPINDOC,CS5,CS5
DDX60,CS7,CS7
ODF3L2,CS7,CS7
SWI5,,
CD244,CS4,CS4
H3-5,,
TRHDE,CS4,CS4
CRYBA1,CS3,CS3
MIP,CS4,CS4
HTRA1,CS6,CS6
PON1,CS4,CS4
AIG1,CS5,CS5
FGD3,CS6,CS6
KCNK18,CS6,CS6
PPP1R16B,CS5,CS5
PRSS2,,
SLC18A2,CS6,CS6
PAIP2B,CS5,CS5
TSFM,CS1,CS1
GNS,CS6,CS6
H6PD,CS5,CS5
NAGLU,CS3,CS3
PRCP,CS5,CS5
B3GALNT2,CS6,CS6
CACHD1,CS6,CS6
EDEM3,CS4,CS4
GGCX,CS4,CS4
MYORG,,
LMF2,CS5,CS5
LRIG2,CS4,CS4
NAGA,CS5,CS5
NCLN,CS4,CS4
PXDN,CS6,CS6
SGSH,CS6,CS6
TCTN3,CS5,CS5
TTC13,CS5,CS5
USP51,CS6,CS6
MAGEC1,CS6,CS6
ECHDC2,CS3,CS3
PRB1,,
PDE10A,CS6,CS6
SZT2,CS4,CS4
PGLYRP1,CS3,CS3
MSH5,CS6,CS6
IL33,CS8,CS8
CNRIP1,CS5,CS5
RAB26,CS5,CS5
BDH2,CS5,CS5
MT-RNR1,,
CISD1,,
RNF151,CS5,CS5
DUSP26,CS5,CS5
FPR1,CS5,CS5
PACRG,CS6,CS6
ATP6V0A1,CS3,CS3
ATP6V1B2,CS0,CS0
ATP6V1C1,CS1,CS1
PLBD1,CS6,CS6
TACSTD2,CS4,CS4
TMEM192,CS6,CS6
LSP1,CS6,CS6
SMTNL2,CS5,CS5
TPRXL,,
AKNAD1,CS3,CS3
ZNF706,CS4,CS4
GIMAP4,CS7,CS7
C1orf131,CS0,CS0
BOD1,CS5,CS5
TOX2,CS6,CS6
PRR15,CS5,CS5
TBC1D10C,CS3,CS3
C1orf87,CS5,CS5
TMA7,,
CWF19L2,CS1,CS1
ZFYVE27,CS4,CS4
ZMYM5,CS5,CS5
CARNMT1,CS5,CS5
CSAG1,CS6,CS6
CLIP4,CS7,CS7
PPP1R32,CS3,CS3
PP2D1,CS6,CS6
DIRAS1,CS6,CS6
HINT2,CS5,CS5
C9orf43,CS6,CS6
C12orf65,,
RITA1,CS5,CS5
PTTG2,CS6,CS6
ATAT1,CS5,CS5
FAM126B,CS5,CS5
CCDC190,CS5,CS5
CASZ1,CS3,CS3
OAS2,CS5,CS5
NAA80,CS4,CS4
C6orf201,CS6,CS6
FDX2,CS1,CS1
MRPL34,CS1,CS1
BUD31,CS0,CS0
FAM53A,CS5,CS5
SERPIND1,CS4,CS4
TIGD1,CS0,CS0
SASH3,CS6,CS6
TASP1,CS3,CS3
LRRC8D,CS6,CS6
FAM32A,CS1,CS1
RASL12,CS4,CS4
C1orf115,CS6,CS6
ZGRF1,CS4,CS4
CDKL3,CS4,CS4
SPZ1,CS5,CS5
OR2W1,,
RPUSD2,CS4,CS4
C11orf52,CS7,CS7
EPB41L4A,CS5,CS5
ARHGAP24,CS4,CS4
DCLK1,CS4,CS4
PDZD4,CS4,CS4
PDE6H,CS4,CS4
ANKRD50,CS6,CS6
C2orf49,CS3,CS3
ETV3,CS4,CS4
GBA2,CS4,CS4
DDX43,CS4,CS4
IQCH,CS5,CS5
LYRM7,CS5,CS5
LOC541472,,
EEPD1,CS7,CS7
AGPAT3,CS5,CS5
DYNLRB2,CS6,CS6
GLRX5,CS2,CS2
UTP23,CS0,CS0
ZNF684,CS3,CS3
PLEKHO2,CS6,CS6
ZNF22,CS5,CS5
TBCC,CS1,CS1
HS3ST1,CS6,CS6
DPY19L2P1,,
MRPL35,CS1,CS1
ZNF2,CS5,CS5
DENND6B,CS6,CS6
FAM133B,CS1,CS1
LMNTD1,CS6,CS6
COX6A2,CS3,CS3
ZNF574,CS1,CS1
MND1,CS6,CS6
ALDH4A1,CS5,CS5
DDHD2,CS6,CS6
ULK4,CS6,CS6
TEPSIN,CS3,CS3
DUS3L,CS6,CS6
SPX,CS5,CS5
CCDC60,CS5,CS5
KCNN3,CS6,CS6
DCDC2,CS5,CS5
ADAT2,CS1,CS1
TWF1,CS1,CS1
OLFML2A,CS6,CS6
ANKS6,CS3,CS3
CAPNS2,CS5,CS5
ECHDC1,CS6,CS6
ZMAT4,CS5,CS5
OCEL1,CS6,CS6
IL15,CS6,CS6
VCY1B,,
TSPY2,,
ACAD10,CS5,CS5
FGF16,,
CCDC15,CS7,CS7
SYCP2L,CS6,CS6
ENO3,CS5,CS5
PLA2G4D,CS4,CS4
C3orf36,CS4,CS4
AAMDC,CS5,CS5
CMAS,CS6,CS6
TSSK2,CS4,CS4
FSD1L,CS6,CS6
ZRSR2,CS0,CS0
PLAAT5,CS3,CS3
KCNK5,CS6,CS6
HMBS,CS4,CS4
C14orf93,CS4,CS4
LETM2,CS6,CS6
CMTM2,CS5,CS5
HIC2,CS5,CS5
SPATA4,CS5,CS5
CDCA7,CS6,CS6
ZNF343,CS6,CS6
CAVIN4,CS6,CS6
KANSL2,CS1,CS1
ZSCAN5A,CS5,CS5
LOC554207,,
CLDN16,CS5,CS5
ABHD11,CS3,CS3
TCRg,,
FAM90A1,,
TICRR,CS0,CS0
TMOD2,CS4,CS4
TTC23,CS7,CS7
GPAM,CS5,CS5
CCZ1B,,
MUCL3,CS5,CS5
ANKS4B,CS7,CS7
DZIP1L,CS5,CS5
NIM1K,CS6,CS6
NNMT,CS6,CS6
CPEB1,CS5,CS5
PRSS33,CS5,CS5
OARD1,CS4,CS4
SLFNL1,CS3,CS3
C18orf21,CS2,CS2
GIMAP5,CS6,CS6
POMZP3,,
SOX7,CS6,CS6
GPN2,CS0,CS0
SPATS2,CS7,CS7
KLHL32,CS5,CS5
TEX44,CS5,CS5
WWC3,CS7,CS7
METTL2B,,
LETMD1,CS5,CS5
TSKS,CS5,CS5
ATPAF2,CS5,CS5
C22orf46,CS4,CS4
ANKRD36BP1,,
ETNPPL,CS5,CS5
TMEM53,CS3,CS3
SLCO2B1,CS5,CS5
CCL26,CS4,CS4
PCDHGA12,CS4,CS4
MARS2,CS1,CS1
PCK2,CS5,CS5
SUSD3,CS6,CS6
IMUP,,
BHLHB9,CS5,CS5
NEK11,CS5,CS5
IL26,CS6,CS6
IGSF10,CS5,CS5
PPP1R17,CS7,CS7
VWA5A,CS7,CS7
FAAH2,CS6,CS6
GNAT2,CS4,CS4
FAM50A,CS3,CS3
BHMT2,CS4,CS4
IFT81,CS6,CS6
OR7A5,,
DGCR6,CS4,CS4
GIMAP8,CS6,CS6
NPL,CS4,CS4
C11orf71,CS6,CS6
TAFA4,CS5,CS5
C11orf53,CS5,CS5
DTWD1,CS5,CS5
GSTA3,CS4,CS4
MTMR14,CS6,CS6
C11orf45,CS5,CS5
IL18RAP,CS5,CS5
MROH8,,
TEX2,CS5,CS5
MOBP,CS6,CS6
TET3,CS5,CS5
OR4D6,,
TOMM5,CS4,CS4
ZNF720,,
HBD,,
IGSF6,CS5,CS5
NMNAT1,CS2,CS2
LURAP1L,CS6,CS6
GPR78,CS6,CS6
LIPT1,CS4,CS4
HIGD2A,CS2,CS2
TERB2,CS6,CS6
EOGT,CS5,CS5
INKA1,CS4,CS4
GPATCH1,CS2,CS2
SLC35B1,CS1,CS1
PRICKLE2,CS5,CS5
HINT3,CS5,CS5
FAM47B,CS6,CS6
ARMC9,CS5,CS5
HMBOX1,CS7,CS7
EP400P1,,
TP53TG5,CS6,CS6
C3orf20,CS6,CS6
RAB43,CS3,CS3
GABRA4,CS5,CS5
KIAA1143,CS2,CS2
CD300LF,CS5,CS5
TMEM126B,CS5,CS5
ALKBH7,CS5,CS5
PARVG,CS7,CS7
WARS2,CS2,CS2
GATD3B,,
GATD3A,,
LFNG,CS6,CS6
CCDC144NL,CS2,CS2
KCNMB2,CS6,CS6
TCEANC2,CS5,CS5
MSMB,CS5,CS5
CCDC40,CS5,CS5
CRACR2B,CS5,CS5
ACTL7B,CS6,CS6
IL7,CS6,CS6
CIART,CS4,CS4
GPR61,CS2,CS2
WDR88,CS3,CS3
PTGDR,CS5,CS5
CGB3,,
TPRA1,CS4,CS4
ERVFRD-1,,
ORMDL1,CS6,CS6
BAALC-AS2,,
GAL3ST1,CS4,CS4
TBX22,CS5,CS5
NME8,CS4,CS4
GTDC1,CS6,CS6
RETSAT,CS4,CS4
RXFP3,CS5,CS5
ALDH8A1,CS5,CS5
KIAA0825,CS5,CS5
MRAP2,CS5,CS5
CAMKK1,CS5,CS5
DSCR9,,
C15orf39,CS5,CS5
GAGE1,,
POMGNT2,CS4,CS4
DEFA6,CS6,CS6
PCDHGC3,CS3,CS3
CERK,CS6,CS6
WASH3P,,
CCDC28B,CS4,CS4
SNX21,CS5,CS5
GNLY,CS4,CS4
PCDHA7,CS4,CS4
SERAC1,CS5,CS5
TPMT,CS5,CS5
STOML1,CS5,CS5
C19orf18,CS5,CS5
DNAJC12,CS5,CS5
GRAMD4,CS6,CS6
ETFB,CS4,CS4
PCDHGC5,CS4,CS4
RAB38,CS6,CS6
KIAA1841,,
NMNAT2,CS4,CS4
OPA3,CS4,CS4
CD300LB,,
PUS7L,CS5,CS5
C7orf31,CS6,CS6
HMGB4,CS5,CS5
NECAB1,CS7,CS7
REG1A,CS5,CS5
ADAD2,CS5,CS5
CAPSL,CS6,CS6
SPAG6,CS5,CS5
NAT2,CS6,CS6
NDUFS4,CS5,CS5
VIPR2,CS5,CS5
ZKSCAN1,CS5,CS5
NUDT9,CS7,CS7
IFNW1,CS4,CS4
C3orf62,CS4,CS4
SPIC,CS3,CS3
KCNE5,CS6,CS6
L3MBTL4,CS6,CS6
CDPF1,CS4,CS4
GSDMB,CS3,CS3
TSNAXIP1,CS5,CS5
P2RX6,CS6,CS6
SRARP,CS5,CS5
VASH2,CS6,CS6
ACAA2,CS5,CS5
YPEL3,CS2,CS2
TIGAR,CS6,CS6
PDE1A,CS6,CS6
C6orf118,CS6,CS6
ADH4,CS6,CS6
RSPH3,CS6,CS6
CDKL2,CS5,CS5
RD3,CS5,CS5
TSPAN5,CS5,CS5
MPI,CS5,CS5
CCIN,CS4,CS4
RSPH10B2,,
SUN5,CS4,CS4
CLDN20,CS7,CS7
FGFBP2,CS7,CS7
CIAO3,CS0,CS0
ISOC2,CS4,CS4
R3HDML,CS6,CS6
OXSM,CS3,CS3
MCTP2,CS6,CS6
FAM151A,CS6,CS6
MCEE,CS4,CS4
BDH1,CS5,CS5
INPP5B,CS3,CS3
DNAH14,CS6,CS6
GNRH2,CS6,CS6
HBG2,,
MMP12,,
RBPJL,CS4,CS4
HAVCR2,CS5,CS5
LINGO2,CS5,CS5
RAB28,CS5,CS5
NNAT,CS5,CS5
ST3GAL6,CS5,CS5
C1orf112,CS5,CS5
FITM1,CS5,CS5
ZDHHC7,CS5,CS5
IRGC,CS5,CS5
FAM160B2,,
KIAA0513,CS5,CS5
TMEM175,CS5,CS5
ATL3,CS5,CS5
SSH3,CS4,CS4
COA5,CS2,CS2
PRXL2A,CS5,CS5
ROR1,CS7,CS7
KLK9,CS7,CS7
JAGN1,CS7,CS7
STARD10,CS5,CS5
MAB21L2,CS6,CS6
SPATA7,CS6,CS6
DNAAF2,CS5,CS5
KISS1,CS3,CS3
GLB1L,CS4,CS4
TLL1,CS6,CS6
ART4,CS6,CS6
METTL8,,
FAM3B,CS7,CS7
SNURF,CS5,CS5
SIX2,CS7,CS7
CHID1,CS4,CS4
GGCT,CS6,CS6
MRPL52,CS5,CS5
NME6,CS4,CS4
TBCK,CS6,CS6
RNASE11,CS5,CS5
MYL10,CS7,CS7
TMEM35A,CS6,CS6
TTLL6,CS5,CS5
RABL3,CS6,CS6
METTL25,CS3,CS3
LOC554223,,
TMOD4,CS4,CS4
CFHR2,,
TCP11L2,CS6,CS6
ZNF75A,CS4,CS4
NTM,CS7,CS7
SH3BGRL3,CS5,CS5
SLC17A5,CS5,CS5
VAT1L,CS5,CS5
PARP15,CS6,CS6
GPR12,CS6,CS6
TBC1D21,CS5,CS5
PIGG,CS7,CS7
UGT1A10,CS6,CS6
CXCL14,CS5,CS5
PTGIS,CS4,CS4
GTPBP8,CS4,CS4
NDUFAF7,CS3,CS3
SPINK6,CS6,CS6
TMEM255A,CS5,CS5
IFNA16,CS6,CS6
MSI1,CS4,CS4
CYP20A1,CS7,CS7
ANKRD45,CS6,CS6
NMRK1,CS4,CS4
CACNG3,CS5,CS5
NXPE3,CS4,CS4
HCP5,,
ACAD11,CS6,CS6
DHRSX,CS6,CS6
ACYP1,CS6,CS6
DGLUCY,CS5,CS5
MOGAT3,CS5,CS5
KRTAP10-7,,
RAPGEFL1,CS3,CS3
DRAM1,CS6,CS6
ACTL7A,CS4,CS4
HPGD,CS7,CS7
ARFGAP3,CS6,CS6
KYAT1,CS6,CS6
P2RY2,CS5,CS5
CATIP,CS6,CS6
SEPTIN12,,
GIMAP6,CS6,CS6
OCIAD2,CS5,CS5
CHAC2,CS6,CS6
CNDP1,CS6,CS6
PAXX,CS5,CS5
OLFM4,CS5,CS5
NLN,CS6,CS6
FAM200A,CS5,CS5
ACBD4,CS4,CS4
SPEG,CS6,CS6
ODF4,CS5,CS5
LSMEM2,CS6,CS6
PLAAT1,CS5,CS5
IFNA5,CS5,CS5
TMEM267,CS7,CS7
FSIP1,CS6,CS6
MYL1,CS6,CS6
VSIG4,CS6,CS6
CEACAM6,CS3,CS3
ATRAID,CS5,CS5
IFNA8,CS5,CS5
DMAC1,CS4,CS4
NAAA,CS5,CS5
HIKESHI,CS2,CS2
PASD1,CS6,CS6
ZNF322,CS3,CS3
PDZD9,CS4,CS4
KCNJ10,CS5,CS5
BSND,CS3,CS3
SERTM1,CS5,CS5
RETREG1,CS7,CS7
LSMEM1,CS6,CS6
CFAP299,CS5,CS5
PIGO,CS3,CS3
CLEC2B,CS7,CS7
TMEM183A,CS1,CS1
SCAND2P,,
LPAR3,CS4,CS4
CST2,CS5,CS5
C1orf105,CS5,CS5
MAIP1,CS5,CS5
EVI2A,CS4,CS4
PDYN,CS6,CS6
SPRR4,CS6,CS6
PLA1A,CS4,CS4
STOML3,CS7,CS7
FAM3A,CS6,CS6
ANGPTL7,CS5,CS5
CRIPAK,CS5,CS5
CYP2C8,CS6,CS6
CYP2C18,CS6,CS6
RNLS,CS5,CS5
LIPF,CS4,CS4
SWSAP1,CS4,CS4
TIMM29,CS1,CS1
OXCT1,CS7,CS7
ANKH,CS5,CS5
FXYD7,CS7,CS7
ZNF558,CS6,CS6
SCAMP5,CS5,CS5
HPS1,CS4,CS4
TOR3A,CS4,CS4
ADIPOR2,CS5,CS5
PIGU,CS3,CS3
EEF1E1,CS4,CS4
NDUFB7,CS2,CS2
TIMM10,CS0,CS0
TIMM9,CS1,CS1
TOMM7,CS4,CS4
NDUFB5,CS2,CS2
NDUFB10,CS1,CS1
IMPDH1,CS2,CS2
METTL3,CS1,CS1
METTL14,CS1,CS1
UQCR11,CS2,CS2
UQCRFS1,CS1,CS1
MAGT1,CS6,CS6
PRPF18,CS1,CS1
CWC27,CS5,CS5
TMED9,CS4,CS4
MAT1A,CS4,CS4
SURF1,CS5,CS5
TCIRG1,CS4,CS4
ACTR10,CS0,CS0
FBXL20,CS5,CS5
NEMF,CS4,CS4
CSGALNACT1,CS6,CS6
PIEZO1,CS5,CS5
